mutant1,mutant2,template,passed_test,diff_locations,explored_diffs,elapsed_time_ms
tadSyncid17id15.xml,tadSyncid2id16.xml,Template5,FAILED,5,1,5
tadSyncid2id16.xml,tadSyncid17id15.xml,Template2,FAILED,5,1,5
tadSyncid17id15.xml,tadSyncid22id2.xml,Template2,FAILED,4,1,6
tadSyncid22id2.xml,tadSyncid17id15.xml,Template4,FAILED,4,1,6
tadSyncid17id15.xml,tadSyncid6id8.xml,Template1,FAILED,5,1,4
tadSyncid6id8.xml,tadSyncid17id15.xml,Template1,FAILED,5,1,5
tadSyncid17id15.xml,tadSyncid17id16.xml,Template1,FAILED,4,1,4
tadSyncid17id16.xml,tadSyncid17id15.xml,Template3,FAILED,4,1,4
tadSyncid17id15.xml,tadSyncid21id21.xml,Template3,FAILED,4,1,4
tadSyncid21id21.xml,tadSyncid17id15.xml,Template3,FAILED,4,1,5
tadSyncid17id15.xml,tadSyncid6id11.xml,Template1,FAILED,5,1,4
tadSyncid6id11.xml,tadSyncid17id15.xml,Template1,FAILED,5,1,4
tadSyncid17id15.xml,smiNoRedundantTemplateid20.xml,Template1,FAILED,2,1,5
smiNoRedundantTemplateid20.xml,tadSyncid17id15.xml,Template2,FAILED,8,1,4
tadSyncid17id15.xml,tadSyncid10id3.xml,Template4,FAILED,5,1,4
tadSyncid10id3.xml,tadSyncid17id15.xml,Template1,FAILED,5,1,4
tadSyncid17id15.xml,tadSyncid19id4.xml,Template2,FAILED,5,1,5
tadSyncid19id4.xml,tadSyncid17id15.xml,Template4,FAILED,5,1,5
tadSyncid17id15.xml,tmi5.xml,Template1,FAILED,3,1,5
tmi5.xml,tadSyncid17id15.xml,Template3,FAILED,6,1,4
tadSyncid17id15.xml,tadSyncid5id10.xml,Template1,FAILED,5,1,4
tadSyncid5id10.xml,tadSyncid17id15.xml,Template1,FAILED,4,1,4
tadSyncid17id15.xml,tadSyncid16id8.xml,Template1,FAILED,5,1,5
tadSyncid16id8.xml,tadSyncid17id15.xml,Template4,FAILED,5,1,4
tadSyncid17id15.xml,tadSyncid15id9.xml,Template4,FAILED,4,1,4
tadSyncid15id9.xml,tadSyncid17id15.xml,Template2,FAILED,4,1,4
tadSyncid17id15.xml,tadSyncid3id6.xml,Template5,FAILED,5,1,5
tadSyncid3id6.xml,tadSyncid17id15.xml,Template3,FAILED,5,1,4
tadSyncid17id15.xml,tadSyncid4id12.xml,Template5,FAILED,5,1,4
tadSyncid4id12.xml,tadSyncid17id15.xml,Template2,FAILED,5,1,5
tadSyncid17id15.xml,tadSyncid14id1.xml,Template5,FAILED,5,1,4
tadSyncid14id1.xml,tadSyncid17id15.xml,Template4,FAILED,5,1,4
tadSyncid17id15.xml,tadSyncid1id13.xml,Template1,FAILED,5,1,4
tadSyncid1id13.xml,tadSyncid17id15.xml,Template2,FAILED,5,1,4
tadSyncid17id15.xml,tadSyncid7id17.xml,Template1,FAILED,4,1,5
tadSyncid7id17.xml,tadSyncid17id15.xml,Template1,FAILED,4,1,4
tadSyncid17id15.xml,tadSyncid22id8.xml,Template1,FAILED,4,1,3
tadSyncid22id8.xml,tadSyncid17id15.xml,Template4,FAILED,4,1,5
tadSyncid17id15.xml,tadSyncid5id7.xml,Template1,FAILED,5,1,4
tadSyncid5id7.xml,tadSyncid17id15.xml,Template2,FAILED,5,1,4
tadSyncid17id15.xml,tadSyncid9id17.xml,Template2,FAILED,4,1,4
tadSyncid9id17.xml,tadSyncid17id15.xml,Template1,FAILED,4,1,5
tadSyncid17id15.xml,tadSyncid20id3.xml,Template2,FAILED,5,1,4
tadSyncid20id3.xml,tadSyncid17id15.xml,Template5,FAILED,5,1,4
tadSyncid17id15.xml,tadSyncid6id4.xml,Template1,FAILED,5,1,5
tadSyncid6id4.xml,tadSyncid17id15.xml,Template4,FAILED,5,1,4
tadSyncid17id15.xml,tadSyncid7id13.xml,Template5,FAILED,5,1,4
tadSyncid7id13.xml,tadSyncid17id15.xml,Template5,FAILED,5,1,4
